"ID","Study_ID","Plot_ID","Lat","Long","Years","N_years","Crops","N_crops"
"DIVAG@25AB-M2","DIVAG","25AB-M2",47.8703228527814,-1.97900495035351,"2019",1,"Meslin",1
"DIVAG@26AB-M","DIVAG","26AB-M",47.9181570986104,-1.98122585691256,"2019",1,"Triticale, oat, pea, faba bean",1
"DIVAG@27AB-M","DIVAG","27AB-M",47.9664554626538,-1.91790851578631,"2019",1,"Triticale, spelt, faba bean",1
"DIVAG@27AB-P","DIVAG","27AB-P",47.9519187294938,-1.92380380312343,"2019",1,"Winter wheat",1
"DIVAG@2AB-P","DIVAG","2AB-P",48.0705492109524,-1.50655882468734,"2019",1,"Winter wheat",1
"DIVAG@3AB-P","DIVAG","3AB-P",48.0489730313654,-1.45511304421663,"2019",1,"Winter wheat",1
"DIVAG@4AB-P","DIVAG","4AB-P",48.064890222845,-1.42190671359729,"2019",1,"Winter wheat",1
"DIVAG@5AB-P","DIVAG","5AB-P",48.054655570997,-1.42710560660904,"2019",1,"Winter wheat",1
"DIVAG@6AB-P","DIVAG","6AB-P",48.0673633524393,-1.35790412239167,"2019",1,"Winter wheat",1
"DIVAG@7AB-P","DIVAG","7AB-P",48.0676092753785,-1.35343907373327,"2019",1,"Winter wheat",1
"DIVAG@8AB-M","DIVAG","8AB-M",48.0323342322222,-1.40921952590794,"2019",1,"Triticale, pea",1
"DIVAG@8AB-P","DIVAG","8AB-P",48.0402275391901,-1.41841127496881,"2019",1,"Winter wheat",1
"DIVAG@9AB-P","DIVAG","9AB-P",48.0301282610111,-1.43247823146322,"2019",1,"Winter wheat",1
"DURUM_MIX_GM@1_11","DURUM_MIX_GM","1_11",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_12","DURUM_MIX_GM","1_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_13","DURUM_MIX_GM","1_13",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_14","DURUM_MIX_GM","1_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_15","DURUM_MIX_GM","1_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_16","DURUM_MIX_GM","1_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_17","DURUM_MIX_GM","1_17",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_18","DURUM_MIX_GM","1_18",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@1_19","DURUM_MIX_GM","1_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_11","DURUM_MIX_GM","10_11",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_12","DURUM_MIX_GM","10_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_13","DURUM_MIX_GM","10_13",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_14","DURUM_MIX_GM","10_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_15","DURUM_MIX_GM","10_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_16","DURUM_MIX_GM","10_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_17","DURUM_MIX_GM","10_17",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_18","DURUM_MIX_GM","10_18",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_19","DURUM_MIX_GM","10_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_20","DURUM_MIX_GM","10_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_21","DURUM_MIX_GM","10_21",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_22","DURUM_MIX_GM","10_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_23","DURUM_MIX_GM","10_23",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_24","DURUM_MIX_GM","10_24",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_25","DURUM_MIX_GM","10_25",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_26","DURUM_MIX_GM","10_26",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_27","DURUM_MIX_GM","10_27",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_28","DURUM_MIX_GM","10_28",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_29","DURUM_MIX_GM","10_29",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_30","DURUM_MIX_GM","10_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_31","DURUM_MIX_GM","10_31",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_32","DURUM_MIX_GM","10_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_33","DURUM_MIX_GM","10_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_34","DURUM_MIX_GM","10_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_35","DURUM_MIX_GM","10_35",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_36","DURUM_MIX_GM","10_36",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_37","DURUM_MIX_GM","10_37",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_38","DURUM_MIX_GM","10_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_39","DURUM_MIX_GM","10_39",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_40","DURUM_MIX_GM","10_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@10_41","DURUM_MIX_GM","10_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_14","DURUM_MIX_GM","11_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_15","DURUM_MIX_GM","11_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_23","DURUM_MIX_GM","11_23",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_25","DURUM_MIX_GM","11_25",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_30","DURUM_MIX_GM","11_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_32","DURUM_MIX_GM","11_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_34","DURUM_MIX_GM","11_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@11_35","DURUM_MIX_GM","11_35",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_12","DURUM_MIX_GM","2_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_15","DURUM_MIX_GM","2_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_16","DURUM_MIX_GM","2_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_17","DURUM_MIX_GM","2_17",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_19","DURUM_MIX_GM","2_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_20","DURUM_MIX_GM","2_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_21","DURUM_MIX_GM","2_21",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_24","DURUM_MIX_GM","2_24",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_25","DURUM_MIX_GM","2_25",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_28","DURUM_MIX_GM","2_28",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_29","DURUM_MIX_GM","2_29",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_32","DURUM_MIX_GM","2_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_33","DURUM_MIX_GM","2_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_35","DURUM_MIX_GM","2_35",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_37","DURUM_MIX_GM","2_37",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_38","DURUM_MIX_GM","2_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@2_40","DURUM_MIX_GM","2_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_1","DURUM_MIX_GM","3_1",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_12","DURUM_MIX_GM","3_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_16","DURUM_MIX_GM","3_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_2","DURUM_MIX_GM","3_2",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_20","DURUM_MIX_GM","3_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_22","DURUM_MIX_GM","3_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_26","DURUM_MIX_GM","3_26",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_28","DURUM_MIX_GM","3_28",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_3","DURUM_MIX_GM","3_3",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_31","DURUM_MIX_GM","3_31",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_33","DURUM_MIX_GM","3_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_34","DURUM_MIX_GM","3_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_38","DURUM_MIX_GM","3_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_41","DURUM_MIX_GM","3_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_5","DURUM_MIX_GM","3_5",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_6","DURUM_MIX_GM","3_6",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_7","DURUM_MIX_GM","3_7",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@3_8","DURUM_MIX_GM","3_8",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_15","DURUM_MIX_GM","4_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_16","DURUM_MIX_GM","4_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_19","DURUM_MIX_GM","4_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_22","DURUM_MIX_GM","4_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_24","DURUM_MIX_GM","4_24",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_27","DURUM_MIX_GM","4_27",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_29","DURUM_MIX_GM","4_29",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_3","DURUM_MIX_GM","4_3",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_30","DURUM_MIX_GM","4_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_31","DURUM_MIX_GM","4_31",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_36","DURUM_MIX_GM","4_36",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_40","DURUM_MIX_GM","4_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_41","DURUM_MIX_GM","4_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@4_8","DURUM_MIX_GM","4_8",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_1","DURUM_MIX_GM","5_1",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_11","DURUM_MIX_GM","5_11",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_12","DURUM_MIX_GM","5_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_13","DURUM_MIX_GM","5_13",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_14","DURUM_MIX_GM","5_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_15","DURUM_MIX_GM","5_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_16","DURUM_MIX_GM","5_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_17","DURUM_MIX_GM","5_17",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_18","DURUM_MIX_GM","5_18",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_19","DURUM_MIX_GM","5_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_2","DURUM_MIX_GM","5_2",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_20","DURUM_MIX_GM","5_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_21","DURUM_MIX_GM","5_21",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_22","DURUM_MIX_GM","5_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_23","DURUM_MIX_GM","5_23",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_24","DURUM_MIX_GM","5_24",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_25","DURUM_MIX_GM","5_25",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_26","DURUM_MIX_GM","5_26",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_27","DURUM_MIX_GM","5_27",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_28","DURUM_MIX_GM","5_28",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_29","DURUM_MIX_GM","5_29",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_30","DURUM_MIX_GM","5_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_31","DURUM_MIX_GM","5_31",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_32","DURUM_MIX_GM","5_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_33","DURUM_MIX_GM","5_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_34","DURUM_MIX_GM","5_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_35","DURUM_MIX_GM","5_35",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_36","DURUM_MIX_GM","5_36",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_37","DURUM_MIX_GM","5_37",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_38","DURUM_MIX_GM","5_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_39","DURUM_MIX_GM","5_39",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_4","DURUM_MIX_GM","5_4",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_40","DURUM_MIX_GM","5_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_41","DURUM_MIX_GM","5_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_5","DURUM_MIX_GM","5_5",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_6","DURUM_MIX_GM","5_6",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_7","DURUM_MIX_GM","5_7",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@5_8","DURUM_MIX_GM","5_8",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_11","DURUM_MIX_GM","6_11",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_12","DURUM_MIX_GM","6_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_13","DURUM_MIX_GM","6_13",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_14","DURUM_MIX_GM","6_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_15","DURUM_MIX_GM","6_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_16","DURUM_MIX_GM","6_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_17","DURUM_MIX_GM","6_17",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_2","DURUM_MIX_GM","6_2",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_20","DURUM_MIX_GM","6_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_21","DURUM_MIX_GM","6_21",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_26","DURUM_MIX_GM","6_26",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_27","DURUM_MIX_GM","6_27",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_31","DURUM_MIX_GM","6_31",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_32","DURUM_MIX_GM","6_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_34","DURUM_MIX_GM","6_34",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_41","DURUM_MIX_GM","6_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@6_6","DURUM_MIX_GM","6_6",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_14","DURUM_MIX_GM","7_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_15","DURUM_MIX_GM","7_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_16","DURUM_MIX_GM","7_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_19","DURUM_MIX_GM","7_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_2","DURUM_MIX_GM","7_2",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_21","DURUM_MIX_GM","7_21",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_22","DURUM_MIX_GM","7_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_23","DURUM_MIX_GM","7_23",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_24","DURUM_MIX_GM","7_24",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_28","DURUM_MIX_GM","7_28",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_30","DURUM_MIX_GM","7_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_33","DURUM_MIX_GM","7_33",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_36","DURUM_MIX_GM","7_36",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_37","DURUM_MIX_GM","7_37",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_38","DURUM_MIX_GM","7_38",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_4","DURUM_MIX_GM","7_4",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_40","DURUM_MIX_GM","7_40",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_41","DURUM_MIX_GM","7_41",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_5","DURUM_MIX_GM","7_5",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@7_7","DURUM_MIX_GM","7_7",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_11","DURUM_MIX_GM","8_11",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_12","DURUM_MIX_GM","8_12",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_13","DURUM_MIX_GM","8_13",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_14","DURUM_MIX_GM","8_14",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_15","DURUM_MIX_GM","8_15",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_16","DURUM_MIX_GM","8_16",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_17","DURUM_MIX_GM","8_17",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_18","DURUM_MIX_GM","8_18",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_19","DURUM_MIX_GM","8_19",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_2","DURUM_MIX_GM","8_2",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_20","DURUM_MIX_GM","8_20",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_21","DURUM_MIX_GM","8_21",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_22","DURUM_MIX_GM","8_22",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_23","DURUM_MIX_GM","8_23",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_24","DURUM_MIX_GM","8_24",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_25","DURUM_MIX_GM","8_25",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_26","DURUM_MIX_GM","8_26",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_27","DURUM_MIX_GM","8_27",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_28","DURUM_MIX_GM","8_28",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_29","DURUM_MIX_GM","8_29",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_3","DURUM_MIX_GM","8_3",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_30","DURUM_MIX_GM","8_30",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_31","DURUM_MIX_GM","8_31",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
"DURUM_MIX_GM@8_32","DURUM_MIX_GM","8_32",43.6172222,3.855,"2018",1,"Triticum turgidum ssp. durum",1
